id,race_id,state_abbrev,state,office_id,office_name,office_seat_name,cycle,stage,special,party,politician_id,candidate_id,candidate_name,ballot_party,votes,percent,unopposed,winner,alt_result_text,source
29606,8988,NJ,New Jersey,346,Governor,,2021,general,false,"",12648,28598,Gregg C. Mele,LIB,7768,0.29706839992259704,,false,,https://nj.gov/state/elections/assets/pdf/election-results/2021/2021-official-general-results-governor.pdf
29610,8989,VA,Virginia,536,Governor,,2021,general,false,"",17673,28573,Princess Blanding,OTH,23125,0.7030093359639815,,false,,https://results.elections.virginia.gov/vaelections/2021%20November%20General/Site/Statewide.html
29609,8989,VA,Virginia,536,Governor,,2021,general,false,"",9665,21377,Terry R. McAuliffe,DEM,1600116,48.644172394609406,,false,,https://results.elections.virginia.gov/vaelections/2021%20November%20General/Site/Statewide.html
29608,8989,VA,Virginia,536,Governor,,2021,general,false,"",14603,21376,Glenn Youngkin,REP,1663596,50.5739900225875,,true,,https://results.elections.virginia.gov/vaelections/2021%20November%20General/Site/Statewide.html
29611,8989,VA,Virginia,536,Governor,,2021,general,false,"","",,"","",2593,0.07882824683911802,,"",Write-in,https://results.elections.virginia.gov/vaelections/2021%20November%20General/Site/Statewide.html
29605,8988,NJ,New Jersey,346,Governor,,2021,general,false,"",9613,28599,Madelyn R. Hoffman,GRE,8450,0.3231498428612184,,false,,https://nj.gov/state/elections/assets/pdf/election-results/2021/2021-official-general-results-governor.pdf
29607,8988,NJ,New Jersey,346,Governor,,2021,general,false,"",17684,28600,Joanne S. Kuniansky,SWP,4012,0.15342925083540926,,false,,https://nj.gov/state/elections/assets/pdf/election-results/2021/2021-official-general-results-governor.pdf
29603,8988,NJ,New Jersey,346,Governor,,2021,general,false,"",8263,20855,Philip Murphy,DEM,1339471,51.2248335109064,,true,,https://nj.gov/state/elections/assets/pdf/election-results/2021/2021-official-general-results-governor.pdf
29604,8988,NJ,New Jersey,346,Governor,,2021,general,false,"",14332,20856,Jack M. Ciattarelli,REP,1255185,48.00151899547437,,false,,https://nj.gov/state/elections/assets/pdf/election-results/2021/2021-official-general-results-governor.pdf
3094,7826,VT,Vermont,550,Governor,,2020,general,false,"",11120,16072,Kevin Hoyt,IND,4576,1.2616104832773198,,false,,https://electionresults.vermont.gov/Index.html#/state
3095,7826,VT,Vermont,550,Governor,,2020,general,false,"",6751,17008,Emily Peyton,OTH,3505,0.966334078646636,,false,,https://electionresults.vermont.gov/Index.html#/state
3102,7826,VT,Vermont,550,Governor,,2020,general,false,"","",,"","",8087,2.2295987714737078,,"",Blank,https://electionresults.vermont.gov/Index.html#/state
3101,7826,VT,Vermont,550,Governor,,2020,general,false,"","",,"","",170,0.046869270576299034,,"",Overvote,https://electionresults.vermont.gov/Index.html#/state
3100,7826,VT,Vermont,550,Governor,,2020,general,false,"","",,"","",1599,0.4408468450088362,,"",Write-in,https://electionresults.vermont.gov/Index.html#/state
3068,7828,WV,West Virginia,577,Governor,,2020,general,false,"",11138,16096,Erika Klie Kolenich,LIB,22527,2.9301356392526574,,false,,https://results.enr.clarityelections.com/WV/106210/web.264614/#/summary
3067,7828,WV,West Virginia,577,Governor,,2020,general,false,"",11116,16068,Ben Salango,DEM,237024,30.83022460861286,,false,,https://results.enr.clarityelections.com/WV/106210/web.264614/#/summary
3066,7828,WV,West Virginia,577,Governor,,2020,general,false,"",8062,13493,James Justice,REP,497944,64.7686536490445,,true,,https://results.enr.clarityelections.com/WV/106210/web.264614/#/summary
3069,7828,WV,West Virginia,577,Governor,,2020,general,false,"",9641,16097,Daniel P. Lutz,MTP,11309,1.4709861030899944,,false,,https://results.enr.clarityelections.com/WV/106210/web.264614/#/summary
3098,7826,VT,Vermont,550,Governor,,2020,general,false,"",11118,16070,Michael A. Devost,IND,1160,0.3198138462853346,,false,,https://electionresults.vermont.gov/Index.html#/state
3099,7826,VT,Vermont,550,Governor,,2020,general,false,"",11119,16071,Charly Dickerson,UN,1037,0.2859025505154241,,false,,https://electionresults.vermont.gov/Index.html#/state
3096,7826,VT,Vermont,550,Governor,,2020,general,false,"",11121,16073,Erynn Hazlett Whitney,IND,1777,0.4899217283181376,,false,,https://electionresults.vermont.gov/Index.html#/state
3097,7826,VT,Vermont,550,Governor,,2020,general,false,"",11117,16069,Wayne Billado,IND,1431,0.39452897761578776,,false,,https://electionresults.vermont.gov/Index.html#/state
3093,7826,VT,Vermont,550,Governor,,2020,general,false,"",10039,14095,David Zuckerman,DEM,99214,27.35345771151137,,false,,https://electionresults.vermont.gov/Index.html#/state
3092,7826,VT,Vermont,550,Governor,,2020,general,false,"",8066,14096,Phillip B. Scott,REP,248412,68.48758377882116,,true,,https://electionresults.vermont.gov/Index.html#/state
3109,7825,UT,Utah,530,Governor,,2020,general,false,"",10870,15708,Daniel Rhead Cottam,LIB,51393,3.5227757221645675,,false,,https://voteinfo.utah.gov/wp-content/uploads/sites/42/2020/12/2020-General-Election-Canvass.pdf
3107,7825,UT,Utah,530,Governor,,2020,general,false,"",9159,15709,Gregory C. Duerden,IAP,25810,1.7691678125244197,,false,,https://voteinfo.utah.gov/wp-content/uploads/sites/42/2020/12/2020-General-Election-Canvass.pdf
3106,7825,UT,Utah,530,Governor,,2020,general,false,"",10868,15706,Chris Peterson,DEM,442754,30.348939390408248,,false,,https://voteinfo.utah.gov/wp-content/uploads/sites/42/2020/12/2020-General-Election-Canvass.pdf
3113,7825,UT,Utah,530,Governor,,2020,general,false,"",11716,17012,Tyler Scott Batty,W,12,0.0008225499322081764,,false,,https://voteinfo.utah.gov/wp-content/uploads/sites/42/2020/12/2020-General-Election-Canvass.pdf
3112,7825,UT,Utah,530,Governor,,2020,general,false,"",11715,17011,Kristena M. Conlin,W,937,0.06422744053992177,,false,,https://voteinfo.utah.gov/wp-content/uploads/sites/42/2020/12/2020-General-Election-Canvass.pdf
3111,7825,UT,Utah,530,Governor,,2020,general,false,"",11714,17010,Richard T. Whitney,W,230,0.01576554036732338,,false,,https://voteinfo.utah.gov/wp-content/uploads/sites/42/2020/12/2020-General-Election-Canvass.pdf
3110,7825,UT,Utah,530,Governor,,2020,general,false,"",11713,17009,Madeline Kazantzis,W,18988,1.301548176064071,,false,,https://voteinfo.utah.gov/wp-content/uploads/sites/42/2020/12/2020-General-Election-Canvass.pdf
3108,7825,UT,Utah,530,Governor,,2020,general,false,"",10869,15707,Spencer J. Cox,REP,918754,62.97675336799924,,true,,https://voteinfo.utah.gov/wp-content/uploads/sites/42/2020/12/2020-General-Election-Canvass.pdf
3080,7822,NH,New Hampshire,341,Governor,,2020,general,false,"",6818,13503,Christopher Sununu,REP,516609,65.12480145223508,,true,,https://sos.nh.gov/elections/elections/election-results/2020/general-election/
3081,7822,NH,New Hampshire,341,Governor,,2020,general,false,"",9726,13502,Dan Feltes,DEM,264639,33.36094092731261,,false,,https://sos.nh.gov/elections/elections/election-results/2020/general-election/
3082,7822,NH,New Hampshire,341,Governor,,2020,general,false,"",11079,16020,Darryl W. Perry,LIB,11329,1.4281572246174017,,false,,https://sos.nh.gov/elections/elections/election-results/2020/general-election/
3083,7822,NH,New Hampshire,341,Governor,,2020,general,false,"","",,"","",683,0.08610039583490911,,"",Scattering,https://sos.nh.gov/elections/elections/election-results/2020/general-election/
3104,8729,WA,Washington,554,Governor,,2020,general,false,"",9790,13639,Loren Culp,REP,1749066,43.11810265813442,,false,,https://results.vote.wa.gov/results/20201103/governor.html
3105,8729,WA,Washington,554,Governor,,2020,general,false,"","",,"","",13145,0.3240514991665134,,"",Write-in,https://results.vote.wa.gov/results/20201103/governor.html
3103,8729,WA,Washington,554,Governor,,2020,general,false,"",8072,13635,Jay Robert Inslee,DEM,2294243,56.55784584269906,,true,,https://results.vote.wa.gov/results/20201103/governor.html
3090,7823,ND,North Dakota,331,Governor,,2020,general,false,"","",,"","",17538,4.903553384648506,,"",Write-in,https://results.sos.nd.gov/ResultsSW.aspx?text=All&type=SW&map=CTY
3091,7823,ND,North Dakota,331,Governor,,2020,general,false,"",9238,16086,DuWayne Hendrickson,LIB,13853,3.873242390097831,,false,,https://results.sos.nd.gov/ResultsSW.aspx?text=All&type=SW&map=CTY
3089,7823,ND,North Dakota,331,Governor,,2020,general,false,"",11130,16085,Shelley Lenz,DEM,90789,25.38423470400577,,false,,https://results.sos.nd.gov/ResultsSW.aspx?text=All&type=SW&map=CTY
3088,7823,ND,North Dakota,331,Governor,,2020,general,false,"",8249,13390,Doug Burgum,REP,235479,65.83896952124789,,true,,https://results.sos.nd.gov/ResultsSW.aspx?text=All&type=SW&map=CTY
3084,7824,NC,North Carolina,315,Governor,,2020,general,false,"",6803,13404,Roy A. Cooper,DEM,2834790,51.51562565591882,,true,,https://er.ncsbe.gov/?election_dt=11/03/2020&county_id=0&office=COS&contest=0
3085,7824,NC,North Carolina,315,Governor,,2020,general,false,"",6463,13406,Dan Forest,REP,2586604,47.00543016735005,,false,,https://er.ncsbe.gov/?election_dt=11/03/2020&county_id=0&office=COS&contest=0
3086,7824,NC,North Carolina,315,Governor,,2020,general,false,"",10244,14555,Steven Joseph DiFiore,LIB,60449,1.0985180755098745,,false,,https://er.ncsbe.gov/?election_dt=11/03/2020&county_id=0&office=COS&contest=0
3087,7824,NC,North Carolina,315,Governor,,2020,general,false,"",10245,14556,Al Pisano,CON,20934,0.3804261012212561,,false,,https://er.ncsbe.gov/?election_dt=11/03/2020&county_id=0&office=COS&contest=0
3073,7820,MO,Missouri,292,Governor,,2020,general,false,"",9718,13484,Mike Parson,REP,1720202,57.10617879372052,,true,,https://enr.sos.mo.gov/
3074,7820,MO,Missouri,292,Governor,,2020,general,false,"",9717,13483,Nicole Galloway,DEM,1225771,40.692370946061914,,false,,https://enr.sos.mo.gov/
3075,7820,MO,Missouri,292,Governor,,2020,general,false,"",11073,16008,Rik Combs,LIB,49067,1.6288952546686288,,false,,https://enr.sos.mo.gov/
3076,7820,MO,Missouri,292,Governor,,2020,general,false,"",11074,16009,Jerome Bauer,GRE,17234,0.5721234397652016,,false,,https://enr.sos.mo.gov/
3077,7820,MO,Missouri,292,Governor,,2020,general,false,"",11710,17005,Arnie C. Dienoff,W,4,0.00013278947191950835,,false,,https://enr.sos.mo.gov/
3078,7820,MO,Missouri,292,Governor,,2020,general,false,"",11711,17006,Theodis Brown,W,5,0.0001659868398993854,,false,,https://enr.sos.mo.gov/
3079,7820,MO,Missouri,292,Governor,,2020,general,false,"",11712,17007,Martin Lindstedt,W,4,0.00013278947191950835,,false,,https://enr.sos.mo.gov/
3070,7821,MT,Montana,311,Governor,,2020,general,false,"",10293,14688,Mike Cooney,DEM,250860,41.561531311973255,,false,,https://sosmt.gov/wp-content/uploads/State_Canvass_Report.pdf
3071,7821,MT,Montana,311,Governor,,2020,general,false,"",11114,16066,Lyman Bishop,LIB,24179,4.005884818592845,,false,,https://sosmt.gov/wp-content/uploads/State_Canvass_Report.pdf
3072,7821,MT,Montana,311,Governor,,2020,general,false,"",8219,14689,Greg Gianforte,REP,328548,54.432583869433905,,true,,https://sosmt.gov/wp-content/uploads/State_Canvass_Report.pdf
3063,7819,IN,Indiana,196,Governor,,2020,general,false,"",8173,14560,Eric Joseph Holcomb,REP,1706727,56.50687924862634,,true,,https://enr.indianavoters.in.gov/site/index.html
3064,7819,IN,Indiana,196,Governor,,2020,general,false,"",10248,14559,Woody Myers,DEM,968094,32.0519747793992,,false,,https://enr.indianavoters.in.gov/site/index.html
3065,7819,IN,Indiana,196,Governor,,2020,general,false,"",10249,14561,Donald G. Rainwater,LIB,345567,11.441145971974462,,false,,https://enr.indianavoters.in.gov/site/index.html
3062,7818,DE,Delaware,108,Governor,,2020,general,false,"",11136,16094,John Machurek,LIB,3270,0.6637774417164838,,false,,https://elections.delaware.gov/results/html/index.shtml?electionId=GE2020
3059,7818,DE,Delaware,108,Governor,,2020,general,false,"",2750,16092,John C. Carney Jr.,DEM,292903,59.45639266393984,,true,,https://elections.delaware.gov/results/html/index.shtml?electionId=GE2020
3060,7818,DE,Delaware,108,Governor,,2020,general,false,"",11135,16093,Julianne E. Murray,REP,190312,38.631441127812685,,false,,https://elections.delaware.gov/results/html/index.shtml?electionId=GE2020
3061,7818,DE,Delaware,108,Governor,,2020,general,false,"",11137,16095,Kathy S. Dematteis,IDE,6150,1.2483887665310016,,false,,https://elections.delaware.gov/results/html/index.shtml?electionId=GE2020
3118,8731,PR,Puerto Rico,624,Governor,,2020,general,false,"",11132,16087,César Vázquez,OTH,87379,6.801880697165721,,false,,https://elecciones2020.ceepur.org/Noche_del_Evento_92/index.html#en/default/GOBERNADOR_Resumen.xml
3119,8731,PR,Puerto Rico,624,Governor,,2020,general,false,"",11133,16088,Eliezer Molina,IND,8751,0.6812078185936807,,false,,https://elecciones2020.ceepur.org/Noche_del_Evento_92/index.html#en/default/GOBERNADOR_Resumen.xml
3114,8731,PR,Puerto Rico,624,Governor,,2020,general,false,"",2951,15912,Pedro R. Pierluisi,NPP,427016,33.24038828300756,,true,,https://elecciones2020.ceepur.org/Noche_del_Evento_92/index.html#en/default/GOBERNADOR_Resumen.xml
3115,8731,PR,Puerto Rico,624,Governor,,2020,general,false,"",11004,15917,Carlos Delgado Altieri,PPD,407817,31.745872352350485,,false,,https://elecciones2020.ceepur.org/Noche_del_Evento_92/index.html#en/default/GOBERNADOR_Resumen.xml
3116,8731,PR,Puerto Rico,624,Governor,,2020,general,false,"",11002,15915,Alexandra Lúgaro,IND,179265,13.954601714112236,,false,,https://elecciones2020.ceepur.org/Noche_del_Evento_92/index.html#en/default/GOBERNADOR_Resumen.xml
3117,8731,PR,Puerto Rico,624,Governor,,2020,general,false,"",11001,15914,Juan Dalmau Ramírez,PRI,174402,13.576049134770324,,false,,https://elecciones2020.ceepur.org/Noche_del_Evento_92/index.html#en/default/GOBERNADOR_Resumen.xml
5913,6299,LA,Louisiana,224,Governor,,2019,runoff,false,"",9650,13262,Eddie Rispone,REP,734286,48.66740368402634,,false,,https://voterportal.sos.la.gov/graphical
5908,6299,LA,Louisiana,224,Governor,,2019,runoff,false,"",8111,13259,John Bel Edwards,DEM,774498,51.33259631597365,,true,,https://voterportal.sos.la.gov/graphical
5917,6207,MS,Mississippi,304,Governor,,2019,general,false,"",9659,13275,Tate Reeves,REP,459396,51.91437330985828,,true,,https://www.sos.ms.gov/Elections-Voting/Pages/2019-General-Election.aspx
5914,6207,MS,Mississippi,304,Governor,,2019,general,false,"",9755,13568,Bob Hickingbottom,CON,2625,0.2966400010848549,,false,,https://www.sos.ms.gov/Elections-Voting/Pages/2019-General-Election.aspx
5915,6207,MS,Mississippi,304,Governor,,2019,general,false,"",6414,13274,Jim Hood,DEM,414368,46.82595198839205,,false,,https://www.sos.ms.gov/Elections-Voting/Pages/2019-General-Election.aspx
5916,6207,MS,Mississippi,304,Governor,,2019,general,false,"",9681,13379,David R. Singletary,IND,8522,0.9630347006648126,,false,,https://www.sos.ms.gov/Elections-Voting/Pages/2019-General-Election.aspx
5902,6208,KY,Kentucky,215,Governor,,2019,general,false,"",9657,13270,Andy Beshear,DEM,709890,49.19123317970818,,true,,https://elect.ky.gov/results/2010-2019/Documents/2019%20General%20Certified%20Results.pdf
5903,6208,KY,Kentucky,215,Governor,,2019,general,false,"",9716,13481,John R. Hicks,LIB,28433,1.9702409288743925,,false,,https://elect.ky.gov/results/2010-2019/Documents/2019%20General%20Certified%20Results.pdf
5904,6208,KY,Kentucky,215,Governor,,2019,general,false,"",4673,13271,Matthew G. Bevin,REP,704754,48.835338359931896,,false,,https://elect.ky.gov/results/2010-2019/Documents/2019%20General%20Certified%20Results.pdf
5905,6208,KY,Kentucky,215,Governor,,2019,general,false,"",12017,17410,Blackii Effing Whyte,W,46,0.00318753148553519,,false,,https://elect.ky.gov/results/2010-2019/Documents/2019%20General%20Certified%20Results.pdf
5909,6206,LA,Louisiana,224,Governor,,2019,jungle primary,false,"",6073,13383,Gary Landrieu,IND,10084,0.7505874664397933,,false,,https://voterportal.sos.la.gov/graphical
5910,6206,LA,Louisiana,224,Governor,,2019,jungle primary,false,"",8005,13260,Ralph Lee Abraham,REP,317149,23.606511740768944,,false,,https://voterportal.sos.la.gov/graphical
5911,6206,LA,Louisiana,224,Governor,,2019,jungle primary,false,"",9732,13515,Patrick E. Landry,REP,10966,0.8162378180264551,,false,,https://voterportal.sos.la.gov/graphical
5912,6206,LA,Louisiana,224,Governor,,2019,jungle primary,false,"",9650,13262,Eddie Rispone,REP,368319,27.415274201868133,,false,,https://voterportal.sos.la.gov/graphical
5906,6206,LA,Louisiana,224,Governor,,2019,jungle primary,false,"",9727,13504,Oscar Dantzler,DEM,10993,0.8182475226668632,,false,,https://voterportal.sos.la.gov/graphical
5907,6206,LA,Louisiana,224,Governor,,2019,jungle primary,false,"",8111,13259,John Bel Edwards,DEM,625970,46.59314125022981,,true,,https://voterportal.sos.la.gov/graphical
5860,162,TN,Tennessee,483,Governor,,2018,general,false,"",12006,17396,Tracy C. Yaste Tisdale,IND,1396,0.06222991725560715,,false,,https://sos-tn-gov-files.tnsosfiles.com/Nov%202018%20General%20Totals.pdf
5698,133,AZ,Arizona,23,Governor,,2018,general,false,"",11916,17347,Cary D. Dolego,W,13,0.0005470365138457046,,false,,https://azsos.gov/sites/default/files/2018%201203%20Signed%20Official%20Statewide%20Canvass.pdf
5697,133,AZ,Arizona,23,Governor,,2018,general,false,"",6623,10442,Doug Ducey,REP,1330863,56.00235814817199,,true,,https://azsos.gov/sites/default/files/2018%201203%20Signed%20Official%20Statewide%20Canvass.pdf
5696,133,AZ,Arizona,23,Governor,,2018,general,false,"",9572,13145,Angel A. Torres,GRE,50962,2.1444672937388303,,false,,https://azsos.gov/sites/default/files/2018%201203%20Signed%20Official%20Statewide%20Canvass.pdf
5695,133,AZ,Arizona,23,Governor,,2018,general,false,"",8257,10441,David Garcia,DEM,994341,41.841602631834746,,false,,https://azsos.gov/sites/default/files/2018%201203%20Signed%20Official%20Statewide%20Canvass.pdf
5702,133,AZ,Arizona,23,Governor,,2018,general,false,"",11970,17351,Patrick Masoya,W,177,0.007448112534668439,,false,,https://azsos.gov/sites/default/files/2018%201203%20Signed%20Official%20Statewide%20Canvass.pdf
5701,133,AZ,Arizona,23,Governor,,2018,general,false,"",11969,17350,Christian Komor,W,66,0.0027772623010628075,,false,,https://azsos.gov/sites/default/files/2018%201203%20Signed%20Official%20Statewide%20Canvass.pdf
5700,133,AZ,Arizona,23,Governor,,2018,general,false,"",11968,17349,James Gibson,W,7,0.0002945581228399948,,false,,https://azsos.gov/sites/default/files/2018%201203%20Signed%20Official%20Statewide%20Canvass.pdf
5699,133,AZ,Arizona,23,Governor,,2018,general,false,"",11900,17348,Arthur Ray Arvizu,W,12,0.0005049567820114196,,false,,https://azsos.gov/sites/default/files/2018%201203%20Signed%20Official%20Statewide%20Canvass.pdf
5704,135,CA,California,34,Governor,,2018,general,false,"",72,10438,John Cox,REP,4742825,38.051472874187624,,false,,https://elections.cdn.sos.ca.gov/sov/2018-general/sov/2018-complete-sov.pdf
5703,135,CA,California,34,Governor,,2018,general,false,"",8250,10432,Gavin Newsom,DEM,7721410,61.94852712581237,,true,,https://elections.cdn.sos.ca.gov/sov/2018-general/sov/2018-complete-sov.pdf
5705,136,CO,Colorado,90,Governor,,2018,general,false,"",2954,11206,Jared Polis,DEM,1348888,53.41999523180024,,true,,https://www.sos.state.co.us/pubs/elections/Results/Abstract/2018/2018Abstract.pdf
5708,136,CO,Colorado,90,Governor,,2018,general,false,"",6455,11207,Walker Stapleton,REP,1080801,42.80294899689592,,false,,https://www.sos.state.co.us/pubs/elections/Results/Abstract/2018/2018Abstract.pdf
5706,136,CO,Colorado,90,Governor,,2018,general,false,"",9589,13172,Scott Helker,LIB,69519,2.753160120424766,,false,,https://www.sos.state.co.us/pubs/elections/Results/Abstract/2018/2018Abstract.pdf
5707,136,CO,Colorado,90,Governor,,2018,general,false,"",4555,13173,William Robert Hammons,UTY,25854,1.0238956508790675,,false,,https://www.sos.state.co.us/pubs/elections/Results/Abstract/2018/2018Abstract.pdf
5716,137,CT,Connecticut,100,Governor,,2018,general,false,"",433,12432,Ned Lamont,WFP,17861,1.2696162860045082,,true,,https://authoring.ct.gov/-/media/SOTS/ElectionServices/StatementOfVote_PDFs/2018-SOV.pdf
5715,137,CT,Connecticut,100,Governor,,2018,general,false,"",6147,17353,Lee Whitnum,W,74,0.0052601536960043445,,false,,https://authoring.ct.gov/-/media/SOTS/ElectionServices/StatementOfVote_PDFs/2018-SOV.pdf
5714,137,CT,Connecticut,100,Governor,,2018,general,false,"",9119,12433,Bob Stefanowski,REP,624750,44.40920299430695,,false,,https://authoring.ct.gov/-/media/SOTS/ElectionServices/StatementOfVote_PDFs/2018-SOV.pdf
5713,137,CT,Connecticut,100,Governor,,2018,general,false,"",9120,12434,Oz Griebel,OTH,54741,3.891163155040187,,false,,https://authoring.ct.gov/-/media/SOTS/ElectionServices/StatementOfVote_PDFs/2018-SOV.pdf
5712,137,CT,Connecticut,100,Governor,,2018,general,false,"",10038,17352,Mark Stewart Greenstein,OTH,1254,0.08913828019985741,,false,,https://authoring.ct.gov/-/media/SOTS/ElectionServices/StatementOfVote_PDFs/2018-SOV.pdf
5711,137,CT,Connecticut,100,Governor,,2018,general,false,"",9121,12435,Rod Hanscomb,LIB,6086,0.43261209991733035,,false,,https://authoring.ct.gov/-/media/SOTS/ElectionServices/StatementOfVote_PDFs/2018-SOV.pdf
5710,137,CT,Connecticut,100,Governor,,2018,general,false,"",9119,12433,Bob Stefanowski,IP,25388,1.8046592166778148,,false,,https://authoring.ct.gov/-/media/SOTS/ElectionServices/StatementOfVote_PDFs/2018-SOV.pdf
5709,137,CT,Connecticut,100,Governor,,2018,general,false,"",433,12432,Ned Lamont,DEM,676649,48.09834781415735,,true,,https://authoring.ct.gov/-/media/SOTS/ElectionServices/StatementOfVote_PDFs/2018-SOV.pdf
5718,138,FL,Florida,112,Governor,,2018,general,false,"",9640,13237,Kyle Chaderwick Gibson,NPA,24310,0.29572190997670356,,false,,https://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2018&DATAMODE=
5717,138,FL,Florida,112,Governor,,2018,general,false,"",8256,10440,Andrew Gillum,DEM,4043723,49.19035331043708,,false,,https://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2018&DATAMODE=
5724,138,FL,Florida,112,Governor,,2018,general,false,"",11971,17355,Hal Johnson,W,61,0.0007420418144211812,,false,,https://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2018&DATAMODE=
5723,138,FL,Florida,112,Governor,,2018,general,false,"",6085,17354,Piotr Blass,W,6,7.298771945126373e-05,,false,,https://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2018&DATAMODE=
5722,138,FL,Florida,112,Governor,,2018,general,false,"",3084,12450,Ron DeSantis,REP,4076186,49.58525336652815,,true,,https://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2018&DATAMODE=
5721,138,FL,Florida,112,Governor,,2018,general,false,"",9582,13158,Darcy G. Richardson,REF,47140,0.573440182488762,,false,,https://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2018&DATAMODE=
5720,138,FL,Florida,112,Governor,,2018,general,false,"",9639,13236,Bruce Stanley,NPA,14505,0.17644781177343008,,false,,https://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2018&DATAMODE=
5719,138,FL,Florida,112,Governor,,2018,general,false,"",9638,13235,Ryan Christopher Foley,NPA,14630,0.17796838926199807,,false,,https://results.elections.myflorida.com/Index.asp?ElectionDate=11/6/2018&DATAMODE=
5727,139,GA,Georgia,140,Governor,,2018,general,false,"",8660,11364,Brian P. Kemp,REP,1978408,50.22196679230569,,true,,https://results.enr.clarityelections.com/GA/91639/Web02-state.221451/#/cid/20000
5726,139,GA,Georgia,140,Governor,,2018,general,false,"",9139,12464,Ted Metz,LIB,37235,0.9452119752404471,,false,,https://results.enr.clarityelections.com/GA/91639/Web02-state.221451/#/cid/20000
5725,139,GA,Georgia,140,Governor,,2018,general,false,"",6785,11363,Stacey Yvonne Abrams,DEM,1923685,48.83282123245386,,false,,https://results.enr.clarityelections.com/GA/91639/Web02-state.221451/#/cid/20000
5732,141,ID,Idaho,169,Governor,,2018,general,false,"",3298,17356,Lisa Marie,W,51,0.008427927176099059,,false,,https://sos.idaho.gov/elect/results/2018/General/statewide_totals.html
5731,141,ID,Idaho,169,Governor,,2018,general,false,"",8657,11358,Brad Little,REP,361661,59.76573667519926,,true,,https://sos.idaho.gov/elect/results/2018/General/statewide_totals.html
5730,141,ID,Idaho,169,Governor,,2018,general,false,"",9162,12493,Bev Boeck,LIB,6551,1.0825755084436264,,false,,https://sos.idaho.gov/elect/results/2018/General/statewide_totals.html
5729,141,ID,Idaho,169,Governor,,2018,general,false,"",8656,11357,Paulette E. Jordan,DEM,231081,38.18693803490484,,false,,https://sos.idaho.gov/elect/results/2018/General/statewide_totals.html
5728,141,ID,Idaho,169,Governor,,2018,general,false,"",6515,13251,Walter L. Bayes,CON,5787,0.9563218542761814,,false,,https://sos.idaho.gov/elect/results/2018/General/statewide_totals.html
5733,142,IL,Illinois,174,Governor,,2018,general,false,"",8658,13186,William Sam McCann,CON,192527,4.233542679230206,,false,,https://elections.il.gov/ElectionOperations/ElectionVoteTotals.aspx?T=637352576684018260
5744,142,IL,Illinois,174,Governor,,2018,general,false,"",11976,17364,David Tholin,W,3,6.596803584791025e-05,,false,,https://elections.il.gov/ElectionOperations/ElectionVoteTotals.aspx?T=637352576684018260
5743,142,IL,Illinois,174,Governor,,2018,general,false,"",11975,17363,Thomas Jacob Kuna,W,4,8.7957381130547e-05,,false,,https://elections.il.gov/ElectionOperations/ElectionVoteTotals.aspx?T=637352576684018260
5742,142,IL,Illinois,174,Governor,,2018,general,false,"",5152,17362,Robert Gregory Canfield,W,12,0.000263872143391641,,false,,https://elections.il.gov/ElectionOperations/ElectionVoteTotals.aspx?T=637352576684018260
5741,142,IL,Illinois,174,Governor,,2018,general,false,"",6561,17361,Gregg A. Moore,W,13,0.00028586148867427774,,false,,https://elections.il.gov/ElectionOperations/ElectionVoteTotals.aspx?T=637352576684018260
5740,142,IL,Illinois,174,Governor,,2018,general,false,"",7749,17360,Michael W. Scruggs,W,15,0.00032984017923955123,,false,,https://elections.il.gov/ElectionOperations/ElectionVoteTotals.aspx?T=637352576684018260
5739,142,IL,Illinois,174,Governor,,2018,general,false,"",11974,17359,Jö 753,W,16,0.000351829524522188,,false,,https://elections.il.gov/ElectionOperations/ElectionVoteTotals.aspx?T=637352576684018260
5738,142,IL,Illinois,174,Governor,,2018,general,false,"",11973,17358,Kevin D. Ryan,W,20,0.00043978690565273505,,false,,https://elections.il.gov/ElectionOperations/ElectionVoteTotals.aspx?T=637352576684018260
5737,142,IL,Illinois,174,Governor,,2018,general,false,"",11972,17357,Nancy Foster,W,32,0.000703659049044376,,false,,https://elections.il.gov/ElectionOperations/ElectionVoteTotals.aspx?T=637352576684018260
5736,142,IL,Illinois,174,Governor,,2018,general,false,"",6564,11104,Bruce Rauner,REP,1765751,38.82770842216113,,false,,https://elections.il.gov/ElectionOperations/ElectionVoteTotals.aspx?T=637352576684018260
5735,142,IL,Illinois,174,Governor,,2018,general,false,"",8659,11360,Grayson Jackson,LIB,109518,2.408229116663812,,false,,https://elections.il.gov/ElectionOperations/ElectionVoteTotals.aspx?T=637352576684018260
5734,142,IL,Illinois,174,Governor,,2018,general,false,"",8535,11103,Jay Pritzker,DEM,2479746,54.527991007237354,,true,,https://elections.il.gov/ElectionOperations/ElectionVoteTotals.aspx?T=637352576684018260
5749,143,IA,Iowa,161,Governor,,2018,general,false,"","",,"","",488,0.03675700755778307,,"",Write-in,https://sos.iowa.gov/elections/pdf/2018/general/govcanvsummary.pdf
