id,race_id,state_abbrev,state,office_id,office_name,office_seat_name,cycle,stage,special,party,politician_id,candidate_id,candidate_name,ballot_party,ranked_choice_round,votes,percent,unopposed,winner,alt_result_text,source
14149,505,PA,Pennsylvania,458,U.S. House,District 15,2018,general,false,"",8978,11986,Susan Boser,DEM,"",78327,32.157637166833624,,false,,https://history.house.gov/Institution/Election-Statistics/
14150,505,PA,Pennsylvania,458,U.S. House,District 15,2018,general,false,"",3019,11987,"Glenn ""GT"" Thompson",REP,"",165245,67.84236283316638,,true,,https://history.house.gov/Institution/Election-Statistics/
14215,442,NY,New York,379,U.S. House,District 5,2018,general,false,"","",,"","","",1,0.000619306253135238,,"",Void,https://history.house.gov/Institution/Election-Statistics/
14205,440,NY,New York,377,U.S. House,District 3,2018,general,false,"","",,"","","",5929,2.220083725876388,,"",Blank,https://history.house.gov/Institution/Election-Statistics/
14217,442,NY,New York,379,U.S. House,District 5,2018,general,false,"","",,"","","",24853,15.391618309170068,,"",Blank,https://history.house.gov/Institution/Election-Statistics/
14223,443,NY,New York,380,U.S. House,District 6,2018,general,false,"","",,"","","",26119,21.16252501600214,,"",Blank,https://history.house.gov/Institution/Election-Statistics/
14235,445,NY,New York,382,U.S. House,District 8,2018,general,false,"","",,"","","",13201,6.891061612908278,,"",Blank,https://history.house.gov/Institution/Election-Statistics/
14285,454,NY,New York,391,U.S. House,District 17,2018,general,false,"","",,"","","",31,0.0159924886891834,,"",Void,https://history.house.gov/Institution/Election-Statistics/
14295,455,NY,New York,392,U.S. House,District 18,2018,general,false,"","",,"","","",29,0.011522110532798283,,"",Void,https://history.house.gov/Institution/Election-Statistics/
14249,447,NY,New York,384,U.S. House,District 10,2018,general,false,"","",,"","","",5314,2.5189848216232615,,"",Blank,https://history.house.gov/Institution/Election-Statistics/
14256,449,NY,New York,386,U.S. House,District 12,2018,general,false,"","",,"","","",4362,1.7317976631451064,,"",Blank,https://history.house.gov/Institution/Election-Statistics/
14262,450,NY,New York,387,U.S. House,District 13,2018,general,false,"","",,"","","",6512,3.4150025172008727,,"",Blank,https://history.house.gov/Institution/Election-Statistics/
14269,451,NY,New York,388,U.S. House,District 14,2018,general,false,"","",,"","","",5068,3.589133452310133,,"",Blank,https://history.house.gov/Institution/Election-Statistics/
14303,457,NY,New York,394,U.S. House,District 20,2018,general,false,"","",,"","","",92,0.03458464592089138,,"",Void,https://history.house.gov/Institution/Election-Statistics/
14314,458,NY,New York,395,U.S. House,District 21,2018,general,false,"","",,"","","",52,0.022102547318578466,,"",Void,https://history.house.gov/Institution/Election-Statistics/
14324,462,NY,New York,399,U.S. House,District 25,2018,general,false,"","",,"","","",132,0.04886717014660152,,"",Void,https://history.house.gov/Institution/Election-Statistics/
14297,455,NY,New York,392,U.S. House,District 18,2018,general,false,"","",,"","","",9602,3.815010528825142,,"",Blank,https://history.house.gov/Institution/Election-Statistics/
14305,457,NY,New York,394,U.S. House,District 20,2018,general,false,"","",,"","","",10960,4.120083905358364,,"",Blank,https://history.house.gov/Institution/Election-Statistics/
14316,458,NY,New York,395,U.S. House,District 21,2018,general,false,"","",,"","","",3806,1.6177364441251854,,"",Blank,https://history.house.gov/Institution/Election-Statistics/
14326,462,NY,New York,399,U.S. House,District 25,2018,general,false,"","",,"","","",5389,1.9950392418184513,,"",Blank,https://history.house.gov/Institution/Election-Statistics/
14332,463,NY,New York,400,U.S. House,District 26,2018,general,false,"","",,"","","",11708,5.075803228085995,,"",Blank,https://history.house.gov/Institution/Election-Statistics/
14197,440,NY,New York,377,U.S. House,District 3,2018,general,false,"",8226,11920,Thomas Suozzi,DEM,"",149937,56.14314279081262,,true,,https://history.house.gov/Institution/Election-Statistics/
14199,440,NY,New York,377,U.S. House,District 3,2018,general,false,"",8226,11920,Thomas Suozzi,OTH,"",1376,0.515236162389258,,true,,https://history.house.gov/Institution/Election-Statistics/
14200,440,NY,New York,377,U.S. House,District 3,2018,general,false,"",8226,11920,Thomas Suozzi,REF,"",343,0.12843459571185717,,true,,https://history.house.gov/Institution/Election-Statistics/
14201,440,NY,New York,377,U.S. House,District 3,2018,general,false,"",8947,11921,Dan DeBono,REP,"",98716,36.96370131280377,,false,,https://history.house.gov/Institution/Election-Statistics/
14202,440,NY,New York,377,U.S. House,District 3,2018,general,false,"",8226,11920,Thomas Suozzi,WFP,"",2838,1.0626745849278445,,true,,https://history.house.gov/Institution/Election-Statistics/
14246,447,NY,New York,384,U.S. House,District 10,2018,general,false,"",8931,11890,Naomi Levin,REP,"",33692,15.970951563818389,,false,,https://history.house.gov/Institution/Election-Statistics/
14247,447,NY,New York,384,U.S. House,District 10,2018,general,false,"",2930,11889,Jerrold L. Nadler,WFP,"",10964,5.197243053119578,,true,,https://history.house.gov/Institution/Election-Statistics/
14250,449,NY,New York,386,U.S. House,District 12,2018,general,false,"",2900,11893,Carolyn B. Maloney,DEM,"",205858,81.72957435573713,,true,,https://history.house.gov/Institution/Election-Statistics/
14251,449,NY,New York,386,U.S. House,District 12,2018,general,false,"",13186,19058,Scott A. Hutchins,GRE,"",3728,1.4800875030272713,,false,,https://history.house.gov/Institution/Election-Statistics/
14252,449,NY,New York,386,U.S. House,District 12,2018,general,false,"",2900,11893,Carolyn B. Maloney,REF,"",600,0.23821150799795138,,true,,https://history.house.gov/Institution/Election-Statistics/
14253,449,NY,New York,386,U.S. House,District 12,2018,general,false,"",8934,11894,Eliot Rabin,REP,"",30446,12.087645954176047,,false,,https://history.house.gov/Institution/Election-Statistics/
14254,449,NY,New York,386,U.S. House,District 12,2018,general,false,"",2900,11893,Carolyn B. Maloney,WFP,"",10972,4.3560944429225374,,true,,https://history.house.gov/Institution/Election-Statistics/
14298,457,NY,New York,394,U.S. House,District 20,2018,general,false,"",3024,11908,Paul D. Tonko,DEM,"",161330,60.647183982797905,,true,,https://history.house.gov/Institution/Election-Statistics/
14299,457,NY,New York,394,U.S. House,District 20,2018,general,false,"",3024,11908,Paul D. Tonko,OTH,"",3712,1.3954152788950958,,true,,https://history.house.gov/Institution/Election-Statistics/
14300,457,NY,New York,394,U.S. House,District 20,2018,general,false,"",3024,11908,Paul D. Tonko,REF,"",1640,0.6165089055463246,,true,,https://history.house.gov/Institution/Election-Statistics/
14301,457,NY,New York,394,U.S. House,District 20,2018,general,false,"",8940,11909,Francis Vitollo,REP,"",89058,33.47868909155157,,false,,https://history.house.gov/Institution/Election-Statistics/
14302,457,NY,New York,394,U.S. House,District 20,2018,general,false,"",3024,11908,Paul D. Tonko,WFP,"",10129,3.80769433187727,,true,,https://history.house.gov/Institution/Election-Statistics/
9198,601,WY,Wyoming,584,U.S. House,District 1,2018,general,false,"","",,"","","",3759,1.8678724937265523,,"",Undervote,https://history.house.gov/Institution/Election-Statistics/
13850,520,TN,Tennessee,485,U.S. House,District 2,2018,general,false,"",9002,12023,Renee Hoyos,DEM,"",86668,33.06247949522,,false,,https://history.house.gov/Institution/Election-Statistics/
13851,520,TN,Tennessee,485,U.S. House,District 2,2018,general,false,"",13127,18966,Keith A. LaTorre,IND,"",349,0.1331380133824685,,false,,https://history.house.gov/Institution/Election-Statistics/
13852,520,TN,Tennessee,485,U.S. House,District 2,2018,general,false,"",13128,18967,Marc Whitmire,IND,"",637,0.2430054857439325,,false,,https://history.house.gov/Institution/Election-Statistics/
13853,520,TN,Tennessee,485,U.S. House,District 2,2018,general,false,"",10847,18968,Jeffrey Alan Grunau,IND,"",657,0.25063517132458973,,false,,https://history.house.gov/Institution/Election-Statistics/
13854,520,TN,Tennessee,485,U.S. House,District 2,2018,general,false,"",5639,18969,Greg Samples,IND,"",967,0.36889529782477665,,false,,https://history.house.gov/Institution/Election-Statistics/
9024,438,NY,New York,375,U.S. House,District 1,2018,general,false,"","",,"","","",47,0.017403991068419902,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
9035,448,NY,New York,385,U.S. House,District 11,2018,general,false,"","",,"","","",135,0.07024920254146004,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
9046,456,NY,New York,393,U.S. House,District 19,2018,general,false,"","",,"","","",92,0.03194599737487239,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
9066,460,NY,New York,397,U.S. House,District 23,2018,general,false,"","",,"","","",119,0.04950618619318229,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
9076,461,NY,New York,398,U.S. House,District 24,2018,general,false,"","",,"","","",331,0.12707455936608608,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14049,597,WI,Wisconsin,574,U.S. House,District 8,2018,general,false,"","",,"","","",99,0.030111870160049153,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14203,440,NY,New York,377,U.S. House,District 3,2018,general,false,"","",,"","","",92,0.034448929462072474,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14216,442,NY,New York,379,U.S. House,District 5,2018,general,false,"","",,"","","",971,0.6013463717943159,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14222,443,NY,New York,380,U.S. House,District 6,2018,general,false,"","",,"","","",566,0.45859294609507295,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14234,445,NY,New York,382,U.S. House,District 8,2018,general,false,"","",,"","","",163,0.08508772387728575,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14241,446,NY,New York,383,U.S. House,District 9,2018,general,false,"","",,"","","",288,0.1415769111654041,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14248,447,NY,New York,384,U.S. House,District 10,2018,general,false,"","",,"","","",244,0.11566283336019492,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14255,449,NY,New York,386,U.S. House,District 12,2018,general,false,"","",,"","","",273,0.10838623613906788,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14261,450,NY,New York,387,U.S. House,District 13,2018,general,false,"","",,"","","",385,0.20190048665883537,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14268,451,NY,New York,388,U.S. House,District 14,2018,general,false,"","",,"","","",82,0.05807200929152149,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14286,454,NY,New York,391,U.S. House,District 17,2018,general,false,"","",,"","","",523,0.26980876078848126,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14296,455,NY,New York,392,U.S. House,District 18,2018,general,false,"","",,"","","",91,0.036155588223608405,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14304,457,NY,New York,394,U.S. House,District 20,2018,general,false,"","",,"","","",145,0.054508409331839675,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14315,458,NY,New York,395,U.S. House,District 21,2018,general,false,"","",,"","","",58,0.024652841239952906,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14325,462,NY,New York,399,U.S. House,District 25,2018,general,false,"","",,"","","",140,0.05182881682215312,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14331,463,NY,New York,400,U.S. House,District 26,2018,general,false,"","",,"","","",9,0.0039017961268170446,,"",Scattering,https://history.house.gov/Institution/Election-Statistics/
14114,486,OR,Oregon,436,U.S. House,District 1,2018,general,false,"","",,"","","",484,0.13324193597229447,,"",Other,https://history.house.gov/Institution/Election-Statistics/
14242,446,NY,New York,383,U.S. House,District 9,2018,general,false,"","",,"","","",4421,2.1733039036883737,,"",Blank,https://history.house.gov/Institution/Election-Statistics/
14287,454,NY,New York,391,U.S. House,District 17,2018,general,false,"","",,"","","",63349,32.68090857971224,,"",Blank,https://history.house.gov/Institution/Election-Statistics/
14660,381,MN,Minnesota,284,U.S. House,District 3,2018,general,false,"","",,"","","",706,0.193983222924091,,"",Write-in,https://history.house.gov/Institution/Election-Statistics/
14670,384,MN,Minnesota,287,U.S. House,District 6,2018,general,false,"","",,"","","",463,0.14664614254131747,,"",Write-in,https://history.house.gov/Institution/Election-Statistics/
14673,385,MN,Minnesota,288,U.S. House,District 7,2018,general,false,"","",,"","","",169,0.060033604609444104,,"",Write-in,https://history.house.gov/Institution/Election-Statistics/
14677,386,MN,Minnesota,289,U.S. House,District 8,2018,general,false,"","",,"","","",156,0.049648166359548204,,"",Write-in,https://history.house.gov/Institution/Election-Statistics/
14124,488,OR,Oregon,438,U.S. House,District 3,2018,general,false,"","",,"","","",514,0.13374062644733897,,"",Other,https://history.house.gov/Institution/Election-Statistics/
14134,490,OR,Oregon,440,U.S. House,District 5,2018,general,false,"","",,"","","",539,0.15036167702088604,,"",Other,https://history.house.gov/Institution/Election-Statistics/
8838,167,AK,Alaska,3,U.S. House,District 1,2018,general,false,"","",,"","","",1188,0.42102875612228263,,"",Write-in,https://history.house.gov/Institution/Election-Statistics/
8908,297,IA,Iowa,162,U.S. House,District 1,2018,general,false,"","",,"","","",174,0.05205793389839129,,"",Write-in,https://history.house.gov/Institution/Election-Statistics/
8961,379,MN,Minnesota,282,U.S. House,District 1,2018,general,false,"","",,"","","",576,0.19748955122556666,,"",Write-in,https://history.house.gov/Institution/Election-Statistics/
9197,601,WY,Wyoming,584,U.S. House,District 1,2018,general,false,"","",,"","","",391,0.19429054137991006,,"",Write-in,https://history.house.gov/Institution/Election-Statistics/
13999,573,VA,Virginia,542,U.S. House,District 6,2018,general,false,"","",,"","","",287,0.1019983865063598,,"",Write-in,https://history.house.gov/Institution/Election-Statistics/
14005,576,VA,Virginia,545,U.S. House,District 9,2018,general,false,"","",,"","","",214,0.08664669203984128,,"",Write-in,https://history.house.gov/Institution/Election-Statistics/
14156,509,RI,Rhode Island,466,U.S. House,District 1,2018,general,false,"","",,"","","",417,0.2395409086470247,,"",Write-in,https://history.house.gov/Institution/Election-Statistics/
14178,515,SC,South Carolina,475,U.S. House,District 5,2018,general,false,"","",,"","","",250,0.1005716492543618,,"",Write-in,https://history.house.gov/Institution/Election-Statistics/
14182,516,SC,South Carolina,476,U.S. House,District 6,2018,general,false,"","",,"","","",172,0.08332001181981563,,"",Write-in,https://history.house.gov/Institution/Election-Statistics/
14185,517,SC,South Carolina,611,U.S. House,District 7,2018,general,false,"","",,"","","",309,0.12898970587007522,,"",Write-in,https://history.house.gov/Institution/Election-Statistics/
28850,1754,PA,Pennsylvania,458,U.S. House,District 15,2018,general,true,"",8591,28051,Susan Wild,DEM,"",130353,48.54390263885062,,true,,https://www.electionreturns.pa.gov/Special/OfficeResults?ElectionID=68&ElectionType=S&IsActive=0
28830,267,FL,Florida,126,U.S. House,District 14,2018,general,false,"",2754,11592,Kathy Castor,DEM,"",,,true,true,,https://history.house.gov/Institution/Election-Statistics/
28832,277,FL,Florida,136,U.S. House,District 24,2018,general,false,"",3042,11609,Frederica Wilson,DEM,"",,,true,true,,https://history.house.gov/Institution/Election-Statistics/
28852,1754,PA,Pennsylvania,458,U.S. House,District 15,2018,general,true,"",9179,28053,Tim Silfies,LIB,"",8579,3.194848915933653,,false,,https://www.electionreturns.pa.gov/Special/OfficeResults?ElectionID=68&ElectionType=S&IsActive=0
28851,1754,PA,Pennsylvania,458,U.S. House,District 15,2018,general,true,"",8592,28052,Martin W. Nothstein,REP,"",129594,48.261248445215735,,false,,https://www.electionreturns.pa.gov/Special/OfficeResults?ElectionID=68&ElectionType=S&IsActive=0
14692,387,MO,Missouri,293,U.S. House,District 1,2018,general,false,"",8897,11815,Robert Vroman,REP,"",45867,16.716902050113898,,false,,https://history.house.gov/Institution/Election-Statistics/
14683,396,MS,Mississippi,306,U.S. House,District 2,2018,general,false,"",8695,11423,Irving Harris,REF,"",14354,6.483903170580768,,false,,https://history.house.gov/Institution/Election-Statistics/
14682,396,MS,Mississippi,306,U.S. House,District 2,2018,general,false,"",4466,19122,Troy Ray,IND,"",48104,21.72925164536835,,false,,https://history.house.gov/Institution/Election-Statistics/
14681,396,MS,Mississippi,306,U.S. House,District 2,2018,general,false,"",3017,11422,Bennie G. Thompson,DEM,"",158921,71.78684518405089,,true,,https://history.house.gov/Institution/Election-Statistics/
14679,395,MS,Mississippi,305,U.S. House,District 1,2018,general,false,"",13227,19121,Tracella Lou O'Hara Hill,REF,"",1675,0.708182360128699,,false,,https://history.house.gov/Institution/Election-Statistics/
14678,395,MS,Mississippi,305,U.S. House,District 1,2018,general,false,"",8694,11420,Randy Wadkins,DEM,"",76601,32.386553413861776,,false,,https://history.house.gov/Institution/Election-Statistics/
14666,383,MN,Minnesota,286,U.S. House,District 5,2018,general,false,"",8892,11807,Jennifer Zielinski,REP,"",74440,21.679995806126552,,false,,https://history.house.gov/Institution/Election-Statistics/
14665,383,MN,Minnesota,286,U.S. House,District 5,2018,general,false,"",10981,19119,Ilhan Omar,DEM,"",267703,77.96614612154077,,true,,https://history.house.gov/Institution/Election-Statistics/
14663,382,MN,Minnesota,285,U.S. House,District 4,2018,general,false,"",8890,11805,Greg Ryan,REP,"",97747,29.74523300894058,,false,,https://history.house.gov/Institution/Election-Statistics/
14656,380,MN,Minnesota,283,U.S. House,District 2,2018,general,false,"",6446,11801,Jason Lewis,REP,"",159344,47.14765894995976,,false,,https://history.house.gov/Institution/Election-Statistics/
14655,380,MN,Minnesota,283,U.S. House,District 2,2018,general,false,"",8229,11800,Angie Craig,DEM,"",177958,52.655280973346585,,true,,https://history.house.gov/Institution/Election-Statistics/
14278,453,NY,New York,390,U.S. House,District 16,2018,general,false,"",2798,11902,Eliot Engel,WFP,"",6755,3.6840899670586182,,true,,https://history.house.gov/Institution/Election-Statistics/
14277,453,NY,New York,390,U.S. House,District 16,2018,general,false,"",2798,11902,Eliot Engel,OTH,"",2474,1.349287724426798,,true,,https://history.house.gov/Institution/Election-Statistics/
14276,453,NY,New York,390,U.S. House,District 16,2018,general,false,"",2798,11902,Eliot Engel,DEM,"",172815,94.25107441261808,,true,,https://history.house.gov/Institution/Election-Statistics/
14273,452,NY,New York,389,U.S. House,District 15,2018,general,false,"",2999,11900,José E. Serrano,WFP,"",2462,1.897480558916694,,true,,https://history.house.gov/Institution/Election-Statistics/
14272,452,NY,New York,389,U.S. House,District 15,2018,general,false,"",8938,11901,Jason Gonzalez,REP,"",4566,3.51904802275127,,false,,https://history.house.gov/Institution/Election-Statistics/
14271,452,NY,New York,389,U.S. House,District 15,2018,general,false,"",2999,11900,José E. Serrano,DEM,"",122007,94.03164522816779,,true,,https://history.house.gov/Institution/Election-Statistics/
14270,452,NY,New York,389,U.S. House,District 15,2018,general,false,"",8938,11901,Jason Gonzalez,CRV,"",639,0.492481753512497,,false,,https://history.house.gov/Institution/Election-Statistics/
14227,444,NY,New York,381,U.S. House,District 7,2018,general,false,"",3029,11926,Nydia M. Velázquez,WFP,"",12562,7.9859124486656246,,true,,https://history.house.gov/Institution/Election-Statistics/
14226,444,NY,New York,381,U.S. House,District 7,2018,general,false,"",3562,19054,Jeffrey M. Kurzon,REF,"",1740,1.106152496471755,,false,,https://history.house.gov/Institution/Election-Statistics/
14225,444,NY,New York,381,U.S. House,District 7,2018,general,false,"",3029,11926,Nydia M. Velázquez,DEM,"",134125,85.26592160303112,,true,,https://history.house.gov/Institution/Election-Statistics/
14224,444,NY,New York,381,U.S. House,District 7,2018,general,false,"",13183,19053,Joseph Lieberman,CRV,"",8670,5.51169088759202,,false,,https://history.house.gov/Institution/Election-Statistics/
14210,441,NY,New York,378,U.S. House,District 4,2018,general,false,"",8948,11923,Ameer Benno,REP,"",90306,34.70557942553208,,false,,https://history.house.gov/Institution/Election-Statistics/
14209,441,NY,New York,378,U.S. House,District 4,2018,general,false,"",8948,11923,Ameer Benno,REF,"",556,0.21367685602945358,,false,,https://history.house.gov/Institution/Election-Statistics/
14207,441,NY,New York,378,U.S. House,District 4,2018,general,false,"",3571,11922,Kathleen Rice,DEM,"",156728,60.232277503209,,true,,https://history.house.gov/Institution/Election-Statistics/
14192,439,NY,New York,376,U.S. House,District 2,2018,general,false,"",8939,11906,Liuba Shirley,WFP,"",2799,1.160365977522314,,false,,https://history.house.gov/Institution/Election-Statistics/
14190,439,NY,New York,376,U.S. House,District 2,2018,general,false,"",2872,11907,Peter King,REF,"",474,0.19650356318169945,,true,,https://history.house.gov/Institution/Election-Statistics/
14188,439,NY,New York,376,U.S. House,District 2,2018,general,false,"",2872,11907,Peter King,IDP,"",2535,1.0509209549907346,,true,,https://history.house.gov/Institution/Election-Statistics/
14187,439,NY,New York,376,U.S. House,District 2,2018,general,false,"",8939,11906,Liuba Shirley,DEM,"",108803,45.10585903978575,,false,,https://history.house.gov/Institution/Election-Statistics/
14186,439,NY,New York,376,U.S. House,District 2,2018,general,false,"",2872,11907,Peter King,CRV,"",12504,5.1837142489957175,,true,,https://history.house.gov/Institution/Election-Statistics/
14173,514,SC,South Carolina,474,U.S. House,District 4,2018,general,false,"",8998,12014,William Timmons,REP,"",145321,59.56999385119902,,true,,https://history.house.gov/Institution/Election-Statistics/
14171,514,SC,South Carolina,474,U.S. House,District 4,2018,general,false,"",13180,19049,Guy Furay,AMP,"",9203,3.772494363599098,,false,,https://history.house.gov/Institution/Election-Statistics/
14169,513,SC,South Carolina,473,U.S. House,District 3,2018,general,false,"",2793,12012,Jeff Duncan,REP,"",153338,67.78748386412265,,true,,https://history.house.gov/Institution/Election-Statistics/
14168,513,SC,South Carolina,473,U.S. House,District 3,2018,general,false,"",8996,12011,Mary Geren,DEM,"",70046,30.965853831055153,,false,,https://history.house.gov/Institution/Election-Statistics/
14167,513,SC,South Carolina,473,U.S. House,District 3,2018,general,false,"",13179,19048,David K. Moore,AMP,"",2697,1.1922866085480364,,false,,https://history.house.gov/Institution/Election-Statistics/
14165,512,SC,South Carolina,472,U.S. House,District 2,2018,general,false,"",3041,12010,Joe Wilson,REP,"",144642,56.25051042432303,,true,,https://history.house.gov/Institution/Election-Statistics/
14164,512,SC,South Carolina,472,U.S. House,District 2,2018,general,false,"",8995,12009,Sean Carrigan,DEM,"",109199,42.4669147814995,,false,,https://history.house.gov/Institution/Election-Statistics/
14163,512,SC,South Carolina,472,U.S. House,District 2,2018,general,false,"",10668,19047,Sonny Narang,AMP,"",3111,1.20985148110555,,false,,https://history.house.gov/Institution/Election-Statistics/
14161,511,SC,South Carolina,471,U.S. House,District 1,2018,general,false,"",8994,12008,Katie Arrington,REP,"",141473,49.219470276551405,,false,,https://history.house.gov/Institution/Election-Statistics/
14160,511,SC,South Carolina,471,U.S. House,District 1,2018,general,false,"",8993,12007,Joe Cunningham,DEM,"",145455,50.604836605400216,,true,,https://history.house.gov/Institution/Election-Statistics/
14158,510,RI,Rhode Island,467,U.S. House,District 2,2018,general,false,"",8992,12006,Salvatore Caiozzo,REP,"",72271,36.28116889310582,,false,,https://history.house.gov/Institution/Election-Statistics/
14157,510,RI,Rhode Island,467,U.S. House,District 2,2018,general,false,"",2880,12005,Jim Langevin,DEM,"",126476,63.492924090222246,,true,,https://history.house.gov/Institution/Election-Statistics/
14142,495,PA,Pennsylvania,448,U.S. House,District 5,2018,general,false,"",8985,11996,Pearl Kim,REP,"",106075,34.81133128113576,,false,,https://history.house.gov/Institution/Election-Statistics/
14141,495,PA,Pennsylvania,448,U.S. House,District 5,2018,general,false,"",8984,11995,Mary Gay Scanlon,DEM,"",198639,65.18866871886425,,true,,https://history.house.gov/Institution/Election-Statistics/
14138,493,PA,Pennsylvania,446,U.S. House,District 3,2018,general,false,"",8981,11992,Bryan Leib,REP,"",20387,6.619220317081011,,false,,https://history.house.gov/Institution/Election-Statistics/
14137,493,PA,Pennsylvania,446,U.S. House,District 3,2018,general,false,"",8980,11991,Dwight Evans,DEM,"",287610,93.38077968291898,,true,,https://history.house.gov/Institution/Election-Statistics/
14128,489,OR,Oregon,439,U.S. House,District 4,2018,general,false,"",3913,11974,Arthur Robinson,REP,"",152414,40.873387271952005,,false,,https://history.house.gov/Institution/Election-Statistics/
14127,489,OR,Oregon,439,U.S. House,District 4,2018,general,false,"",12590,19044,Mike A. Beilstein,PG,"",5956,1.5972410316096037,,false,,https://history.house.gov/Institution/Election-Statistics/
7778,1753,NY,New York,399,U.S. House,District 25,2018,general,true,"",8944,28408,Jim Maxwell,REP,"",86725,33.91537288334441,,false,,https://www.elections.ny.gov/NYSBOE/Elections/2018/Special/25thCDunexpiredtermResults.pdf
7779,1753,NY,New York,399,U.S. House,District 25,2018,general,true,"",8944,28408,Jim Maxwell,CON,"",17285,6.7596104962653,,false,,https://www.elections.ny.gov/NYSBOE/Elections/2018/Special/25thCDunexpiredtermResults.pdf
7783,1753,NY,New York,399,U.S. House,District 25,2018,general,true,"",8944,28408,Jim Maxwell,REF,"",1611,0.6300105588361816,,false,,https://www.elections.ny.gov/NYSBOE/Elections/2018/Special/25thCDunexpiredtermResults.pdf
14126,489,OR,Oregon,439,U.S. House,District 4,2018,general,false,"",13176,19043,Richard R. Jacobson,LIB,"",5370,1.4400913935096662,,false,,https://history.house.gov/Institution/Election-Statistics/
14125,489,OR,Oregon,439,U.S. House,District 4,2018,general,false,"",2781,11973,Peter A. DeFazio,DEM,"",208710,55.97047946730027,,true,,https://history.house.gov/Institution/Election-Statistics/
14117,487,OR,Oregon,437,U.S. House,District 2,2018,general,false,"",3032,11971,Greg Walden,REP,"",207597,56.30375173917642,,true,,https://history.house.gov/Institution/Election-Statistics/
14100,481,OK,Oklahoma,428,U.S. House,District 1,2018,general,false,"",8964,11958,Tim Gilpin,DEM,"",103042,40.70055417089635,,false,,https://history.house.gov/Institution/Election-Statistics/
14093,478,OH,Ohio,420,U.S. House,District 14,2018,general,false,"",8953,11936,Betsy Rader,DEM,"",137549,44.752048100260936,,false,,https://history.house.gov/Institution/Election-Statistics/
14087,474,OH,Ohio,416,U.S. House,District 10,2018,general,false,"",3026,11931,Mike Turner,REP,"",157554,55.92455080468256,,true,,https://history.house.gov/Institution/Election-Statistics/
14086,474,OH,Ohio,416,U.S. House,District 10,2018,general,false,"",3636,19034,David A. Harlow,LIB,"",5387,1.912141584376309,,false,,https://history.house.gov/Institution/Election-Statistics/
14085,474,OH,Ohio,416,U.S. House,District 10,2018,general,false,"",8950,11930,Theresa Gasper,DEM,"",118785,42.163307610941125,,false,,https://history.house.gov/Institution/Election-Statistics/
14084,473,OH,Ohio,415,U.S. House,District 9,2018,general,false,"",11059,19033,McKenzie Levindofske,W,"",48,0.020695275010024272,,false,,https://history.house.gov/Institution/Election-Statistics/
14083,473,OH,Ohio,415,U.S. House,District 9,2018,general,false,"",5382,11957,Steven Kraus,REP,"",74670,32.19408718746901,,false,,https://history.house.gov/Institution/Election-Statistics/
14077,469,OH,Ohio,411,U.S. House,District 5,2018,general,false,"",2885,11949,Bob Latta,REP,"",176569,62.256141204511714,,true,,https://history.house.gov/Institution/Election-Statistics/
14076,469,OH,Ohio,411,U.S. House,District 5,2018,general,false,"",13169,19032,Donald C. Kissick,LIB,"",7393,2.606684366592976,,false,,https://history.house.gov/Institution/Election-Statistics/
14075,469,OH,Ohio,411,U.S. House,District 5,2018,general,false,"",8959,11948,Michael Galbraith,DEM,"",99655,35.13717442889531,,false,,https://history.house.gov/Institution/Election-Statistics/
14071,411,NC,North Carolina,327,U.S. House,District 12,2018,general,false,"",3539,11837,Paul Wright,REP,"",75164,26.927182970430398,,false,,https://history.house.gov/Institution/Election-Statistics/
14070,411,NC,North Carolina,327,U.S. House,District 12,2018,general,false,"",3489,11836,Alma S. Adams,DEM,"",203974,73.0728170295696,,true,,https://history.house.gov/Institution/Election-Statistics/
14062,406,NC,North Carolina,322,U.S. House,District 7,2018,general,false,"",3525,11848,David Rouzer,REP,"",156809,55.544574796678845,,true,,https://history.house.gov/Institution/Election-Statistics/
14061,406,NC,North Carolina,322,U.S. House,District 7,2018,general,false,"",8910,11847,Kyle Horton,DEM,"",120838,42.802998101391374,,false,,https://history.house.gov/Institution/Election-Statistics/
14060,406,NC,North Carolina,322,U.S. House,District 7,2018,general,false,"",13166,19028,David Warren Fallin,CON,"",4665,1.65242710192978,,false,,https://history.house.gov/Institution/Election-Statistics/
